,Unnamed: 0,course code,course name,teacher,comment time,chinese course name,body,mark,workload_num,year,semester,region（mainland2，international-3）
225,225,GE1352,How Your Brain Works,Jan,2020-01-14 13:17:00,,"工作量很多
但是有付出有回报",4.3,4,2018/19,SemB,
226,226,GE1344,Nutrition and Wellness,Dr. YU Xinge,2020-01-14 00:54:00,,"Assignment 要求含糊不清，分數高低你唔會明點解，無用科hea教授，個教授堂堂讀ppt，ppt份份80頁，他讀足2個鐘，想爛grade就讀啦，從未試過ge囉依個grade,真係選錯科",2.7,2,2018/19,SemA,
227,227,GE1137,Movies and Psychology,Andus Wong,2020-01-13 22:41:00,,"2019/20 Sem A讀呢科
因為提早完sem
Lecturer將final quiz取消
storybook個分調高去75%
每隔一個星期睇戲做discussion (25%)
我冇frd陪我讀GE
幾建議一個人讀呢科Discussion啲問題好直接
好易拎高分
Storybook係揀套戲再用心理學角度分析
唔建議用上堂播過嘅戲做
因為佢會要求你用其他新角度去分析",3.7,1,2019/20,SemA,
228,228,EL0200,English for Academic Purposes,Weith Yuen,2020-01-13 15:43:00,,"超級Killer唔好REG,見到係佢教就記得改section,否則要重讀就喊都廢事",1.7,4,2014/15,SemA,
229,229,GE1350,Essential Mathematics in Daily Life,Jon Lo,2020-01-13 15:38:00,,"無grp project 無tutorial
得4份assignments 睇notes同有上堂就會識做
midterm有做problem sets基本上七八成走唔甩
Jon好好人 上堂輕鬆 完全唔覺得有壓力 
呢科絕對reg得過 一定唔會後悔",4.3,0,2018/19,SemA,
230,230,GE1350,Essential Mathematics in Daily Life,Jon Ho,2020-01-13 15:33:00,,"冇Group Project
冇Tutorial
得4份asm，上堂仲會講埋答案，直接送20%畀你
上堂=A range",4.3,0,2018/19,SemB,
231,231,GE1501,Chinese Civilisation - History and Philosophy,大課：盧嘉琪 ；導修：王景松,2020-01-13 00:14:00,中國文化－歷史與哲學,"盧嘉琪大課淨係做MC好輕鬆；跟著王景松consultation俾ge意見做presentation同論文就會要好grade,平時準時返同踴躍問題就ok兩個tutor都recommend reg 佢地 :)",3.7,2,2018/19,SemB,
232,232,GE1132,"Mind, Brain and Language: How Are Beings Special?",Paul LAW,2020-01-11 16:31:00,,"19/20 semA 讀(佢冇得揀19/20)
教的內容唔難又有趣，唔明嘅話問Professor佢會同你解釋清楚，教到你識。
分4部分計分: 每堂Quiz, midterm x1, Reading Report x1(因提早完sem,變咗bonus),exam(因提早完sem,取消了)今年無Group Project :)",3.7,1,2019/20,SemA,
233,233,GE1401,University English,Tiffany,2020-01-11 12:28:00,大學英語,"dse eng 3 ielts 6.5 
其實英文差reg邊個都死
但Tiffany比心機教
我send email consult 佢都好行答
佢真係算比分鬆
英文差唔好望拎A range",3.3,2,2018/19,SemB,
234,234,GE1401,University English,LOCKHART Charles A.,2020-01-10 22:47:00,大學英語,上堂輕輕鬆鬆，氣氛幾好。不過比分有少少手緊,2.3,2,2018/19,SemA,
235,235,GE2132,Discovering the Dynamics of Contemporary Cities and Architecture in China,Li Lin,2020-01-10 16:57:00,,"2019/20 Sem A 讀今次早完sem，無左quiz
轉做寫多500字，都係基於堂上講過的topic
寫返自己有咩understanding
另外都唔要求同學返大陸考察",3.3,1,2019/20,SemA,
236,236,GE1101,Chinese Cultural Heritage in Modern Perspective,Li guo,2020-01-10 16:53:00,中國文化遺產與當代社會,要A唔難但係枝筆一定要識寫,4,2,2018/19,SemB,
237,237,GE1101,Chinese Cultural Heritage in Modern Perspective,Li guo,2020-01-10 16:48:00,中國文化遺產與當代社會,Ez game ez life,3.3,2,2018/19,SemA,3
238,238,GE1101,Chinese Cultural Heritage in Modern Perspective,Li guo,2020-01-10 16:48:00,中國文化遺產與當代社會,輕鬆A- 冇難度，不過d friend 大多b range 睇嚟呢科要睇人品,3.7,0,2018/19,SemA,
239,239,GE1101,Chinese Cultural Heritage in Modern Perspective,Li guo,2020-01-10 16:44:00,中國文化遺產與當代社會,I worked very hard but still got a B- while one of my groupmates who did not work much got an A-. I don't know whether I did not work hard enough or I am just suck but I am very disappointed,2.7,3,2018/19,SemA,3
240,240,GE2204,Business Ethics and Society,T Tong,2020-01-10 16:11:00,,"For a GE course I think the workload is unreasonably high. The exam is heavily based on the text book which requires extensive studying after class. This GE course seems more like a core subject due to its workload and strict attendance requirements. I suggest anyone who want to take this course to rethink again as it will possibly pull down you CGPA if not managed appropriately. Even if you attended all lessons and submitted all in-class discussion worksheets, assignments, the risk of failing the exam is high if weekly revision is not conducted. I urge you to RETHINK before taking this course !!!",2.3,4,2018/19,SemB,3
241,241,GE1501,Chinese Civilisation - History and Philosophy,L: 林學忠 T: 張為群,2020-01-10 13:30:00,中國文化－歷史與哲學,"2019/20 Sem A （上面冇得禁）
背景：Engine
首先雖然今個sem尾提早咗，但我地組一早已經完晒presentation，而且我地係比較早要交essay嘅一班。講咗Lecture先，林學忠嘅Lecture好informative而且好有趣，語速係快但好清晰，真係學到好多文化知識。而且每堂完左做嘅quiz都緊扣課題，題目有時會係上堂最開頭播果條片嘅內容，通常都係啲答咩都得，睇你解析嘅題目，而且佢要你控制字數係100字以內，重質不重量，唔比你幾百字大包圍。",3.7,1,2019/20,SemA,
242,242,GE1109,Values and Justice in the Contemporary World,Lawrance,2020-01-10 10:33:00,,勁多哲學野。功課要求唔清唔楚，每堂比篇文＋有段時間比人討論，好尷，dead air。,3.3,1,2018/19,SemA,
243,243,GE1344,Nutrition and Wellness,Dr. YU Xinge,2020-01-09 21:38:00,,輕鬆但爛grade，你覺得你自己好幸運ge可以試下，反正和你努不努力完全沒有關係。assignment ge成績有他講無你講，他中意就高分咯，一句講嗮，想撞彩就讀啦。,1.7,1,2018/19,SemA,
244,244,GE1401,University English,SMITH John F.,2020-01-06 18:36:00,大學英語,NICE TUTOR 本身DSE得3 grammar亂七八糟都輕鬆B+,3.3,1,2018/19,SemB,
245,245,GE1351,Food Production in the Modern World,Philip,2020-01-06 01:53:00,,"GODDD please do NOT reg this course if you are not from the science background! I took this course with 90% of classmates majoring in vet. They are super nice and friendly, just like the professor... BUT YOU CAN HARDLY CATCH UP WITH THEM since they are all experts in the field as a beginning. I usually score A range in most of the courses and this ruined my transcript. Regret not to drop it.",2.3,2,2017/18,SemA,3
246,246,GE1313,Earthquakes,Paul,2020-01-05 10:39:00,地震,"I know nothing about an earthquake or any geographic things before the courses, but still, get an A-.Exam and project are very important, choose good groupmates and study hard for the exam,
even if you are so stupid as me, you can still get a good grade.",3.7,2,2018/19,SemB,3
247,247,GE2321,"Health, Safety and Environment",Alex,2020-01-05 10:36:00,,"learn nothing...
You need to choose good groupmates otherwise, you will suffer.",3,2,2018/19,SemB,3
248,248,GE2217,Power and Politics,cant find her name,2020-01-04 12:13:00,權力與政治,"i forgot the lecture name, it was a girl, she was the worst lecturer ive ever had. teh course is too vague. she never provides exactly what shes looking for in your presentation and individual work. dont even have a proper attendence sheet for class. We asked her serveral time to provide us guidelines at least a marksheet to get an idea of what shes looking for in our presentation, the while class asked for it and she kept saying she cant provide it, or its useless its only for me to mark for your grammars etc. dont take this course really.",2.3,2,2018/19,SemB,3
249,249,GE1129,Creative Photography,Phil shek,2020-01-04 10:18:00,,"首先對住phil呢啲藝術家脾氣Professor，影出嚟嘅作品其實好難對中佢口味，好難捉摸，四份功課又要唔同主題，要做好多research，其實花咗好多時間，即使影開相，如果同concept唔係扣得好深，已經會扣分。而且phil會偏心，如果你上堂唔係好active,令佢冇記住你,其實好難話有靚grade！攞B雖然未到最差，但實際上花咗好多時間，好大機會拉低左其他course嘅grade。",3,3,2018/19,SemB,
250,250,GE2256,Applications of Game Theory to Business,forget,2020-01-04 08:41:00,,"唔好讀
會死
好彩prof鬆手先有B
懷疑人生的一科",3,2,2018/19,SemA,
251,251,GE1205,Green Economics,HO To Ming,2020-01-03 09:52:00,綠色經濟學,"唔係講笑 中學有讀econ 攞5 同一個sem我都有讀Micro 的確讀啲嘢好相似
但project食得屎 佔分幾重
最後都係呢個grade
自問考試都識晒 背又背晒 唔多明點解大家話佢係靚grade
Weekly journal都好俾心機寫
吹到自己變係海邊跑步邊執垃圾
或者簡單到自己重用咩台式飲品店啲杯來做筆筒同埋用不鏽鋼飲管咁
點知 佢自己親口話
'就算你嗰個禮拜寫自己淨係做垃圾分類扔係黃啡藍回收桶 都係俾一樣分 唔使咁俾心機寫'
如果你只係想要一科唔太重Workload嘅 呢個真係OK
但係咪俾人吹捧到勁靚grade 要搶位呢 絕對保留呢個觀點
另外HTM真係幾好笑 係上堂講啲嘢9到好笑(貶意)
仲有佢啲英文口音真係....",3,1,2018/19,SemB,
252,252,GE1137,Movies and Psychology,Andus,2020-01-03 09:35:00,,"This course is relatively easy but not well graded (I was told this course was graded well). Not only did my group get a bad grade, but the next group also got a low grade. This course takes a small proportion of the exam, and the papers take a larger proportion than usual. I personally don't recommend this GE, as long as this GE I got a C range. However, if you want to easily spend a semester or recommended.",2.3,1,2018/19,SemA,3
253,253,GE1342,Light: from Double Rainbows to Optical Fibers,Chow Yuk Tak,2020-01-02 23:53:00,,"其實係Summer Sem讀
但揀唔到呢個option
2-3 Quiz
1 Final Test
1 Lab Report
1 Final Project (5 people in one group)
想講自問寫曬筆記已經好努力溫書 自己有興趣讀 Final都儘量寫
Concept都清晰 從小對Physics有興趣 有自己學習過
無俾到功課分我地睇 透明度有啲低 唔知道點解佢會fail自己 
Tutor好好可以任問 但係我有試過quiz完 想問佢攞marking scheme溫書
佢答我 上堂都教過曬 所以無marking 咁我話想攞翻份卷佢又話唔得
因為佢出題目啲分好模糊 2分又有 30分一題又有 但係佢無指示話要寫幾多
基本上都係一張白紙 橫線都無 （我已經畫埋圖解釋，盡左力）
個人覺得有無Physics底都唔重要 就算你識曬都好 作答上都有一定嘅模糊同埋困難 建議唔好reg 如果唔怕嘅同學仔都可以試下reg伏下hehe",0,3,2018/19,Summer,
254,254,GE1205,Green Economics,As usual,2020-01-02 21:42:00,綠色經濟學,我本身中學有econ 底，有讀micro econ，但係都係呢個grade。感覺project佔分有d重,3.3,1,2016/17,SemA,
255,255,GE1205,Green Economics,HTM,2020-01-02 13:37:00,綠色經濟學,非CB/Econ人唔好作賤自己,2,1,2018/19,SemA,
256,256,GE2314,Construction As One of the Founding Stones of Modern Hong Kong,Raymond,2020-01-02 08:52:00,建築業是建構現今香港的其一基石,成個course有三個prof教，會有三個Quiz第一個quiz，拎C-，但講緊Average grade係D，全班有35%人failed,,2,2018/19,SemA,
257,257,GE2109,"Love, Sex, and Relationships: Psychological Perspectives",chen chen,2019-12-30 21:20:00,人際關係中的性與愛,"professor 正,講英文好好聽，課程內容生動有趣，好輕鬆拎高分，基本上有上堂就會A range到，progress report比果啲advice都好有用，跟住啲feedback做個final project就會高分，呢科最緊要係搵隊友，啲隊友好靠得住，堂堂LOL帶我上白金睇住Netflix都輕鬆A-，就知係好科啦，仲唸咩啊，快啲reg啦！！！",3.7,0,2018/19,SemB,
258,258,GE1109,Values and Justice in the Contemporary World,Lawrance,2019-12-29 19:48:00,,"唔計attendance, 第一堂已經講attendance個10%自動比,
Presentation功課正常做就ok",3.3,0,2018/19,SemA,
259,259,GE1330,Learning from Nature,forgot,2019-12-29 19:40:00,,"有science底表示有時唔知教乜 上堂好悶 走左好多
lecturer半鹹淡英文聽到腦閉塞
不過有個文科生好勤力最後A range
見距文科平日好得閑就自己揾好多資料讀先A range
我就考試前溫左幾日
係concept野難 背書係基本 都係普遍讀science科道理：齋背書係沒用，要理解完再問自己好多問題先考
如果你本身science 唔得齋就C range 啦
應該唔會F既",3,2,2018/19,SemA,
260,260,GE1101,Chinese Cultural Heritage in Modern Perspective,LI guo,2019-12-29 16:26:00,中國文化遺產與當代社會,LI guo very good. A grade is easy,4,0,2018/19,SemB,3
261,261,GE2108,Literature in our Lives,Eric Sandberg,2019-12-28 23:12:00,生活中的英語文學,"No no no pls
唔好take 
伏大伏
Workload ok 但你唔會hit 到佢要求",3,2,2017/18,SemA,
262,262,GE1339,Wireless Connectivity in Modern Society,Steve Hang Wong,2019-12-13 11:01:00,,溫書就ok，不過有3份assignment 同兩份group project。唔難做但要花時間。,4,2,2018/19,SemB,
263,263,GE1202,Managing Your Personal Finance,Ho Wai Ho,2019-11-07 13:09:00,,maths 唔好唔好reg 讀到跳樓 想hea既唔好黎呢邊 讀到你想drop on9 垃圾科黎 建議大家想好grade唔好reg 表面係虛假的,2.3,2,2018/19,SemB,
264,264,GE1202,Managing Your Personal Finance,Ho Wai Ho,2019-11-06 23:21:00,,爛grade courses，明明好努力溫mid term ，考完仲覺得幾簡單，預測自己有8，9成分數，點知成績極差。,2.3,2,2018/19,SemB,
265,265,GE1354,Introduction to Electronic Design,ks tang,2019-11-06 20:01:00,,"although many course works, some of them is not important. if you give up, u can still get a good grade. easy midterm and exam. overall is easy.",4.3,2,2018/19,SemB,3
266,266,GE1352,How Your Brain Works,好多，唔記得,2019-11-05 00:44:00,,"作為一個好憎essay gp project嘅人呢科簡直係福音。多quiz無功課無project，三個禮拜島quiz一次，所以唔鍾意quiz嘅人最好唔好讀(呢個係我溫書最勤力既一個sem, 溫書溫到盲目左......)。走哂堂都靚grade，證明肯溫notes就已經足夠有餘。Content都幾得意，而且我major psy, 所以D concept對neuro psy好有用，幫我打好左個bio底。",4.3,2,2018/19,SemB,
267,267,GE1354,Introduction to Electronic Design,K.S.Tang,2019-10-27 14:48:00,,"easy peasy
area 3 嚟講係個唔錯既選擇",4,2,2018/19,SemB,
268,268,GE1204,Living with the Unexpected and Unknown in Modern Society,Way Kuo,2019-10-17 16:12:00,生活在不能預測的現代社會,"Mr. Kuo is disappeared.
I learn nothing.",0,4,2018/19,SemA,
269,269,GE2134,Critical and Creative Thinking,Chan Ho Man,2019-10-17 13:28:00,,3 Assignments in total. Just appky what you have learnt from lectures.The last assignment is conducted as an individual classwork to be submitted before class.,3.7,1,2018/19,SemB,3
270,270,GE1401,University English,William Chalmers,2019-10-06 02:34:00,大學英語,Nice tutor.,4,2,2018/19,SemB,3
271,271,GE1342,Light: from Double Rainbows to Optical Fibers,Chow Yuk Tak,2019-09-26 12:57:00,,"summer sem讀
屌你老母 仆街啦垃圾科",0,4,2018/19,Summer,
272,272,GE2240,Sustainable Development in China and its Global Impact,Teresa Dong,2019-09-12 14:03:00,,"E一科真係好易讀, work load唔算好大. 
MK Teresa 佢好Nice, 但上堂唔會學到野, 訓住拎A-
但Group mate 好重要, 最好簡nds因為佢地同聲同氣知道佢想要乜",3.7,0,2017/18,Summer,
273,273,GE2333,The Science of Cosmetics,Alex Wong,2019-09-09 17:28:00,,"Have to admit, did not expect my grade to be that low as I prepared for the exam and had coherent answers for all the questions. The course really is interesting and light in itself, but the exam expectations are far too high to get graded highly for questions that can come up from ANYWHERE in what you've studied throughout the semester.It doesn't make sense for your comprehension of the course to almost solely reflect on the exam alone. Even a practical lab exam (identifying chemical, making own product, etc.) would be better. From what I heard almost, if not all GEs have final exams so choose what will interest you with a grain of salt. That being said, the teachers aren't to blame for this and Alex is still a wacky treat in a midst of monotone voices.",2.7,1,2018/19,SemB,3
274,274,GE2333,The Science of Cosmetics,Alex Wong,2019-09-06 21:20:00,,"利申: fm, major chem輕鬆，高中chem level。lecture講下唔同質地嘅化妝品嘅化學結構，整soap嘅原理，同一般高中chem堂冇咩分別，但有時有啲堂好無聊，例如five senses。",3.7,0,2018/19,SemB,
275,275,CHIN1001,University Chinese I,鄭華達,2019-09-05 13:31:00,大學中文 I,2018/19 Sem B唔錯，鄭sir講嘢會用啲生活化例子，上堂唔會悶。講到明如果走少過兩堂嘅話，係未試過有人fail。我就100%返齊嘅。,3.7,2,2018/19,SemB,
276,276,GE1342,Light: from Double Rainbows to Optical Fibers,Chow yuk tak,2019-09-04 20:20:00,,"我系2018/19summer
上堂規則比較多，唔可以食野同飲野
唔比傾計，佢見你傾計會停系度望住你，然後就會行過黎問你咩名同SID No. 
佢上堂講野好lur而且好悶，真系有興趣先好讀
無phy底的同學上堂落足心機上應該都handle到。
Presentation 要求不太高
有Lab visit一定要去，會take attendence, 基本上就系介紹一下EE lab然後寫lab report 。
唔好以為無attendence分就好爽，要靚grade肯定系上堂要聽書然後不停jot notes, 好鐘意考上堂講嘅野而且notes無，真系分心一秒都唔惦至於點解我F我都唔清楚
Ps. 無讀phy,專心上堂，無走過堂",0,3,2018/19,SemA,
277,277,GE1137,Movies and Psychology,Andus WONG,2019-09-04 12:23:00,,"workload真的很轻：
平常没两节课为一个单位，讲一些concept，看一部跟这个有关的电影，然后in-class group discussion，平常没有课后assignment，非常舒服。
final exam要复习ppt+recommend reading，但是要复习得细一些，考的挺细的。
storybook就是选一个自己感兴趣的电影结合课上的theory来分析，这个占比比较大。
这门课整体给分都比较好，强推！（就是有的时候prof课上讲theory会有点无聊）",4,1,2018/19,SemB,2
278,278,GE2324,The Art and Science of Data,Helena,2019-09-03 12:25:00,數據的藝術和科學,"2019 SummerExam 40% open book
Midterm 20% open book
Assignment 1, 2 10% each
Group Project 20%",3.7,3,2017/18,Summer,3
279,279,GE2223,Interpersonal Skills and Positive Personal Development,Estella,2019-09-03 11:27:00,積極個人成長及人際技巧,"2019 Summer 唔知點解select唔到20% In-class Assignment
40% Group Project
40% Term Paper",4,1,2018/19,SemB,
280,280,GE2132,Discovering the Dynamics of Contemporary Cities and Architecture in China,Li Lin,2019-09-02 21:16:00,,"Just want to say that the quiz is quite difficult.... Not as easy as someone commented before. The content is very detailed, hiding in the corner of the Powerpoint.A good team is important. For this course, the group size is very big (About 9-10) and difficult to control. I got a lower mark partly due to the group project.",3.3,2,2018/19,SemA,3
281,281,GE1106,Chinese Art Appreciation,Lisa Chui and Marianne Wong,2019-09-02 20:25:00,中國藝術賞析,"I took this course for 18/19 summer. 
The course is a good course. It is not because the instructor gave a higher mark, but because she gave a fair mark. I did not get an A range but I think the score is quite reasonable when compare to the contribution.The course work including participation five photos, 2000 words essay, in-class test and group presentation. The workload is heavy. If you want to get higher grade in this course, you need to pay attention to each part. The in-class for Marianne is essay question, so be prepared of it.",3.3,3,2018/19,SemB,3
282,282,GE1339,Wireless Connectivity in Modern Society,Steve Hang Wong,2019-09-02 14:19:00,,"呢科真係on撚9
10% Written/PosterAssignment 兩份assignment黎，第一份就written report，topic關於手機，頭幾個week已經要交，第二份就要整poster，跟拍片個topic，sem尾交
10% Video Assignment 佢會比個topic你要拍片同剪片
10% Presentation 就係要present翻你條片
上堂會派d classwork嘅工作紙，佢會收黎改，但又冇清楚講計唔計grade :o)
之後有兩個test，一個10% ，一個20%，有mc有lq，佢test有時會考你lecture slides入面冇嘅野(姐係佢上堂口講嘅野，變相冇得走堂) 然後考slides入面有嘅野就係完全死背(例如比幅科學家嘅人像圖你，問你呢個係邊個黎，佢係邊個年份做過d咩，有咩成就咁)考呢d根本就係on9，一黎只係考你記野叻唔叻，二黎記黎根本冇意思，考完都唔會記得，完全學唔到野
最後仲有個40%嘅exam，format同test差唔多諗下你讀ee嘅ge科又要拍片剪片又要present又要整poster，又要寫report，仲要考3次test，你話大唔大workload啦?",2,4,2018/19,SemB,
283,283,GE1301,Climate Change and Extreme Weather,Johny,2019-09-02 12:46:00,氣候變化與極端天氣,"文科人堂堂都唔知發生緊咩事
唔知marking scheme
所以唔知自己assignment and quiz 算高分定低分
仲要有group presentation同group paper
所以都幾多野做",2.7,3,2018/19,SemB,
284,284,EL0200,English for Academic Purposes,WU Jenny,2019-09-01 16:51:00,,"2018/19 Sem B
EL0200B
老師好人, 上堂輕鬆
佢就話篇essay幾好,但出黎個grade衰咗,可能係因為exam",2.3,2,2018/19,SemB,
285,285,GE2316,"Computing Snapshot, Today and Tomorrow",LEUNG Sai Wing P.,2019-09-01 16:46:00,,"有 ICT 底應該同之前個prof. 唔一樣
佢特點係 樣樣野都有bonus points: 
1)唔遲到(呢堂9:00am, 佢比9:10前到加分，逐堂計)
2)做 Show & Tell (SnT)
3)早啲Group present
…多到唔記得，但唔知每樣加幾多分",3.3,2,2018/19,SemB,
286,286,GE2248,Understanding Persuasion in Everyday Life,Raine,2019-08-31 23:06:00,說服力－理論及日常實踐,"有project 有exam
上堂好多exchange 佢哋會好用踴躍答問題
上堂講好多theory 但係可以走 自己睇lecture slides都會明
記住有in class 個啲就一定要返
個考試係MC + LQ 都要溫lecture我覺得自己Project 炒左 但係Exam 有溫書
B+ 係過意得去",3.3,2,2018/19,SemA,
287,287,GE2412,English for the Humanities and Social Sciences,Tiffany Pang,2019-08-30 01:18:00,,"well prepared and passionate, a rare tutor these days...u have to attend the class as she will remember ur face if you want to gain that 10% participation marks.",3.7,1,2018/19,SemB,3
288,288,GE2231,"Business, Media and Society",Dr. Tong,2019-08-28 12:32:00,,"Exam is VERY VERY VERY important! There is not much to do throughout the course but you must attend every class (she takes attendance & collect daily classworks). No mid-term and indiv assign sounds good, right?! NO! the course is more difficult to get nice grade than you think esp the gp project. You need perfect Eng in order to get A grade Exam is unbelievable long & covers the whole textbook. Even starts revise a week before is not enough. Worst, you must need the text for exam.",2.7,3,2018/19,SemA,3
289,289,GE2230,Revolutionary Shifts in Global Business Practices,T M TONG,2019-08-28 12:27:00,全球商業作法的革命轉變,雖然話無pre-requiste，但對無商科底的我係有一定難度，因為第一次接觸business course，所以好多terms要背，好花時間。Gp project 比較幸運，有group mate讀 BBA嘅，所以幫忙很多。workload算是合理，無indiv assign，無mid-term，不可以走堂因為每天都take attendance 有classwork做，exam其實不算太難，不過會cover成個week schedule，我最後個禮拜才revise，有B算好彩（應該是grp project 拉高咗個分）d bba groupmate 全部 A grade @.@。Toni 常說她是 tiger，她在係嚴師（上堂不能食野）除此之外，其他都ok，可以用notebook上堂，上堂不會死讀，是GE不錯的選擇。,3,3,2018/19,SemA,
290,290,GE2247,Social Innovation and Entrepreneurial Venture Exploration (SIEVE),Toni,2019-08-23 01:26:00,,"Project 40% 好重要 (presentation + group report + audience mark + internal peer evaluation) 
individual assignments 都幾多野做
差唔多每堂都有in-class exercise, 係幫你做下project既野
lecturer好nice，係比較多野做",4.3,4,2018/19,SemB,
291,291,GE1129,Creative Photography,Phil Shek,2019-08-22 21:39:00,,"功課有4份：
1）Portrait 2）Decisive Moment 3）Landscape 4）Photo Series前3份交1張相，最後一份就係10張以內。前三份當然可以交多過一張相俾佢睇，但係佢只會為其中一張（你自己揀一張）評分，同埋每一份功課都要寫Artist Statement講解下你份作品。所以其實workload大唔大係睇你自己。你可以試好多attempt，影到自己滿意為止，亦可以求求其其。我自己就因為暑假淨讀佢，所以真係用左好多時間周圍影同埋影自己嘅Self Portrait。",4,2,2018/19,SemB,
292,292,GE2318,From Ancient Wisdom to Modern Science,chen,2019-08-22 21:25:00,古代智慧與現代科學,"every lesson there are 2 in-class questions, if you pay attention, you know the answer, or, you can just google the answer. easy job. if you miss the lesson, you can do a make-up question.a quiz and an exam, the questions are similar to the in-class worksheet, but with more details and a slightly higher degree of difficulty. if you revise well (recite the ppt) you get a good grade. i didn't finish my revision for the quiz so i got a lower than average mark. but the exam was better.",3.3,2,2018/19,SemB,3
293,293,GE2132,Discovering the Dynamics of Contemporary Cities and Architecture in China,Li Lin,2019-08-22 21:17:00,,"Sem workload:20% Workshop x 2
15% Case Study proposal
25% Case study report 
40% Quiz + Individual Essay",3.3,1,2018/19,SemA,3
294,294,GE1106,Chinese Art Appreciation,Lisa Chui & Marianne Wong,2019-08-22 20:46:00,中國藝術賞析,"(18/19 summer讀嘅)
建議唔走堂 可以自己獨立完成essay嘅同學去讀gp project： 1500-2500words
gp project plan presentation： 4mins each person
Individual work: 5 photos
Class activities: quizzes, presentation comment form...",3.7,2,2018/19,SemB,
295,295,GE1401,University English,Mark HEBBLETHWAITH,2019-08-22 20:44:00,大學英語,雖然佢俾分唔算嚴 但係上佢堂完全學唔到野！！！特別係APA referencing style 佢講得唔清唔楚 對SS人嚟講 我地成日寫essay APA style好重要,3,1,2017/18,SemA,
296,296,GE2316,"Computing Snapshot, Today and Tomorrow",forgot,2019-08-22 10:06:00,,"-major studying computer science (i think if u study ICT in secondary school you can get a good grade too) , highly recommend CS students to reg
-must consult the prof. first before presentation 
-quiz is simple and easy (MC + short questions) ; just remember to read the notes
-exam will have long questions ; i think the questions are very similar to the quiz 
-don't skip lesson if possible ,because have attendance(and in-class quiz sometime)",4.3,2,2018/19,SemB,3
297,297,GE2129,Psychology for Young Professionals,Dennis,2019-08-22 09:56:00,新晉專業人員心理學,千其唔好讀除非你想拎low grade，workload超重。而且基本要英文好先讀得掂，如果唔係就預拎c range啦。dennis人係幾好，不過教得好難，自問讀書唔差，唔知點解呢科讀到d，勸大家搵啲穩陣既科。,1,4,2018/19,SemB,
298,298,GE2338,Internet Applications and Security,Ted Chow,2019-08-22 02:12:00,,"To be honest, the work load of this course is not heavy at all. I was too lazy to get a better grade.1 Group project (Presentation + Proposal + Peer Review)
1 Mid-term
1 Exam
1 Problem solving exercise",3,2,2018/19,SemA,3
299,299,GE1350,Essential Mathematics in Daily Life,LO Wing Cheong,2019-08-22 01:13:00,,"asm4份全部送分,佢第一堂會比你睇上個sem啲人嘅grade,大部份都坐底B+,我冇做佢啲problem set 但有睇,點都一定要睇因為佢Mid term final啲題目十成九都一樣就係改左個數字",4,2,2018/19,SemB,
300,300,GE2129,Psychology for Young Professionals,forget,2019-08-21 23:11:00,新晉專業人員心理學,66666666666666,4.3,0,2018/19,SemB,2
301,301,GE2134,Critical and Creative Thinking,CHAN HM,2019-08-21 13:56:00,,2份assignment 各2條問題 加1個project 1個final test workload好細下 我1份assignment C+左 份pj做得普通 test考得正常 都有a range 抵讀,3.7,1,2018/19,SemB,
302,302,GE2129,Psychology for Young Professionals,Dennis,2019-08-20 23:34:00,新晉專業人員心理學,"第一堂講到明唔計attendance, 只有幾堂(presentation and quiz/exam)一定要出現, 鍾意走堂一定要上, 成個sem只要出現3/4次, final溫好notes直接去考就可以, Dennis勁好人",3.7,0,2015/16,SemB,
303,303,GE1352,How Your Brain Works,many,2019-08-20 00:16:00,,"5 quiz
1 exam
差唔多隔個禮拜就有quiz，加上要溫嘅嘢非常多，所以都幾辛苦，不過effort=grade，肯努力就會有回報，但你想hea又想攞靚grade嘅話咁呢科唔啱你。有5個quiz，淨係計最高分嗰4個，所以有一次失手都唔緊要。全部quiz都係close book，有3次係MC + 幾題short Q，其餘2次all MC，每次淨係問2-3個chapters嘅嘢。而exam係all MC，cover all chapters。另外，個course唔take attendance，所以可以走堂，個人亦認為上堂冇乜用，溫notes就夠。",4.3,4,2018/19,SemB,
304,304,GE1202,Managing Your Personal Finance,Ho Wai Ho,2019-08-19 16:39:00,,"2018/19 Sem B 讀
脷伸無底，計數差，讀得好吃力
計唔到數的千祈唔好reg不過個course都無想像中甘伏
臨exam前溫熟每堂的classwork
prof都係出返類似長題目黎考",3.3,3,2018/19,SemB,
305,305,GE1204,Living with the Unexpected and Unknown in Modern Society,diu,2019-08-19 10:58:00,生活在不能預測的現代社會,g f v v v v v v v v v v v v v,0,4,2018/19,SemA,?
306,306,GE2311,Technology and Society,John Lin,2019-08-18 23:19:00,技術與社會,"Same as previous 2 comments, 18/19 sem B讀不過未有得揀. 
Easy course! You only have to ask 4/5 questions in 13 weeks of classes, he will give a grade to your question, usually B range. 
+ Exam
Exam means hand-in an essay to canvas during exam day and time. He told you the essay topic at the beginning of day1 class. And he is very nice, you can consult him of your essay topic. 
-No attendanceYou need to follow his rules in class. Don't talk with your friends during his class! and you can come and leave the class anytime without notice him.",3.7,0,2018/19,SemB,
307,307,GE1308,Energy: Today and Tomorrow,WALID,2019-08-18 22:59:00,能源：今日與明日,Very difficult course. You will get C range or below if you don't have foundation on Physics / (Engine). I don't understand the course contents at all. Totally not recommend for a GE course.,2,4,2014/15,SemB,3
